word	count
drewniany	33
patyczek	51
tłuczone	12
potłuczony	20
chusteczkach	15
brzydkiego	3
serwetkę	5
soczewki	25
sąsiad	8
zostawia	1
segregacje	29
lateksu	2
tonery	10
drukarki	68
aha	55
polskie	6
złotówki	3
wyjebać	264
czeskie	2
korony	5
dolary	18
kasie	8
pudełka	127
patryk	12
luz	3
patryka	26
chłopaka	162
paczkę	77
samego	17
wujka	29
szmata	21
byś	58
wyrzucił	20
spadaj	68
stąd	38
dziadka	48
darka	9
daniela	20
śmieszne	56
fortnite	36
zmarnowane	5
nadzieję	18
złamane	27
małżeństwo	1
krasnala	6
ogrodowego	4
panie	389
słuchać	6
policji	7
sprawdzam	2
możliwości	2
masło	118
bio	143
antyperspirant	10
plaatikowa	1
zabawka	52
martwym	55
siku	90
gałęzie	101
waciki	44
jedzonko	4
amfetaminę	10
dezodorancie	176
starszym	3
bratem	74
justina	6
proton	58
ulotkę	27
toaletkę	3
lampkę	23
kartce	3
bluzkę	29
lampka	13
przywrócić	3
zgniłego	21
kartki	35
tę	7
julitę	4
kieliszki	26
warzywach	31
narkotykami	5
pampersem	12
mama	180
serduszko	1
kawą	11
telewizorem	98
złotkiem	3
babcią	26
drewnianym	3
dziadkiem	9
bronią	6
budowlane	55
podziękuję	9
ładowarka	11
baterii	9
niby	27
pytać	101
wyprzedaż	1
odpisałeś	1
jaką	81
duży	33
ojcem	15
wstajesz	2
rano	21
rozwiązywać	1
zdjęcie	35
koleżanką	8
koleżankę	61
kolegów	20
teleprank	1
boże	27
pokłóciła	2
śpię	3
lubi	28
małpę	9
nauczę	2
złamać	3
włącza	23
młodszą	20
16:00	4
stołek	3
córkę	48
margarynie	46
smarowania	1
chleba	30
podarte	19
biustonosz	14
segregowane	13
suche	43
porcelanę	72
dać	225
zakrętkę	18
mrówki	10
opakowaniem	95
warzywa	56
zupy	13
180	169
słów	184
agrestem	2
nielegalną	2
broń	68
marihuanę	69
małżonka	4
komputerowe	6
samolot	67
lsd	6
chce	151
sprzedawać	10
metamfetaminę	3
nakrycia	1
księżna	1
talerze	68
trupy	13
silikonowe	3
drapak	9
chińską	119
kominka	23
sierść	80
zwierząt	48
szynce	13
deska	25
krojenia	3
serku	99
wiejskim	13
zupie	7
chińskiej	6
ogórków	11
owoców	26
rozmawiaj	27
flixbus	28
mitologia	18
tapetę	31
pizzę	50
sztuczną	32
inteligencją	2
prawa	11
pobite	23
odzież	51
choinki	5
narysowane	2
znaczy	175
zakochany	1
koleżanki	15
42	12
lata	19
plecakiem	4
papierki	110
gumach	7
maoam	1
cukierkach	77
powiedziałem	44
żebyś	29
zostawił	1
pierdzielę	11
ania	12
gejem	26
zwierzęta	101
gadam	23
adaś	4
pszoku	51
żywności	32
pomogłeś	28
raszyn	1
homoseksualistę	1
mikołaja	37
czarneckiego	3
mateusza	70
osińskiego	1
kieliszków	4
makulaturę	31
piance	20
złe	46
myśli	47
posegregować	77
znajomych	6
wkurza	21
pomoc	93
pampersa	129
głośno	26
żoną	166
padlinę	13
mamy	241
walić	26
mógłbyś	18
wypierdalać	5
zarapuj	4
zielonej	1
wychodzę	7
zimno	5
włącz	177
normalnego	5
batonika	5
chuju	97
zabić	57
grzeczne	3
czekoladę	42
przeglądarkę	1
internetową	4
życie	71
jarzeniowa	1
system	22
podniecam	1
samsunga	11
chujowy	6
ileś	2
michałka	1
tvp1	1
rybie	82
należy	74
płyty	277
cd	178
wyłączyć	83
międzynarodowego	1
stowarzyszenia	1
dvd	47
nieboszczyka	11
zabrać	9
martynę	10
zakopać	73
andrzeja	31
wysypać	10
radioaktywne	202
baśka	1
mądra	4
helenka	2
słucha	29
marysia	9
irenka	1
niegrzeczna	19
rybki	12
paulinka	1
kocha	11
schować	243
kalinka	1
pszoka	2
helenkę	2
rudego	17
wypierdalaj	46
gadać	84
spierdalaj	114
kurwo	46
jebana	43
pierdolisz	10
jebany	64
debilu	30
dzieje	32
napisane	11
czekaj	146
widzi	5
naklejkach	4
odpadami	56
radioaktywnymi	22
powietrzu	1
sprayu	29
podwórku	8
zadawaj	59
kolejne	107
lepsze	9
pocałuj	43
dmuchane	5
lale	6
chodzi	165
jedzeniu	109
dętkę	14
śmieć	53
numerkiem	1
85	1
poczekaj	28
wykałaczkę	9
kubełek	14
kfc	11
gumę	188
żucia	129
ciotą	2
pedale	9
kogoś	23
pali	11
atomową	89
ogórki	51
kiszone	11
różowego	28
tableta	5
alkoholu	35
pytań	90
zgłosił	1
wyskakuje	4
wywołanie	1
strzykawkę	23
zużytym	66
tamponem	4
chwilą	16
gadałeś	2
poddałeś	1
jedną	16
wujek	32
babcia	122
minutę	3
temu	14
robota	19
błagam	4
400	1
000	6
złotko	13
filtr	87
brita	9
fraszki	2
szczura	65
zdechł	28
kartonowe	96
rasowa	23
kozą	4
samuela	5
domestos	25
beata	20
balkon	16
zmierza	3
poddaję	10
czekolada	30
byliście	15
ziemniaki	167
chrystusa	1
zgniła	9
pa	399
siatka	13
biodegradowalna	5
pampers	66
wyłącz	737
jadę	16
dowcip	254
szymka	4
żydów	43
najpierw	10
kontener	25
jezus	18
maria	10
papa	88
kable	81
niedobra	1
żona	239
zrobiła	6
kozie	1
aluminową	1
stłuczone	43
mać	101
prezerwatywa	252
parafia	4
nauczą	1
nauczyć	17
życzę	15
kolorów	26
pojemników	95
kontakt	3
łukasz	8
konserwy	17
pała	1
drewniana	22
popsute	26
wymiociny	43
kał	65
książką	16
policjanta	54
brązowego	144
śmietnika	253
aerozol	33
jajecznicę	6
farba	51
lateksowa	1
foliowa	65
wykładzinę	15
pcv	13
narka	16
idziesz	27
brać	6
prysznic	22
fuksa	2
ręce	21
śruba	4
włączy	3
numerem	21
112	67
dzwoni	6
padliną	1
igora	17
ciocię	13
julkę	23
dziki	3
chomika	134
policję	68
julka	18
trąba	2
ziemi	18
księga	1
rekordów	1
guinnessa	1
przyprawie	17
sodzie	2
oczyszczonej	1
darń	1
zapałki	26
nawałki	1
pękniętą	4
nogę	60
konia	83
jabłka	194
samochodowe	79
lodówka	76
złomem	10
gruzem	20
niemowlaka	15
mcdonalda	27
spalone	17
świece	14
zurzyce	1
kwiatki	117
szczotki	14
ręczniki	113
pringlesów	1
multikonta	1
hejterów	3
woreczki	44
ryżu	36
chlebie	21
wyrrzucić	1
język	12
polski	34
kompostownika	1
zasrane	12
nudą	2
obrazki	16
dzbanek	9
kryształowy	2
kryształ	11
bioplastic	1
złożyć	13
saszetkę	20
środku	32
wytłoczki	14
jajku	29
leku	9
tusz	25
długopisie	3
piankę	28
ochronną	2
urządzeniu	2
elektronicznym	5
osobę	15
gila	6
babę	18
gabke	1
florystyczna	1
florystyczną	1
trenera	2
rysunki	9
gadżety	10
nudzić	5
małe	87
koc	42
ubranie	57
fajny	71
cel	2
żartowałem	52
ludzki	10
smutki	7
darmowy	4
wierzę	16
emocje	10
uśmiech	5
komplement	25
frapujący	9
muzykę	29
biurko	40
piętrowe	2
stół	128
bilardowy	3
taboret	6
pytam	186
tapczanem	4
zarabiasz	52
cholerę	6
płacą	12
hełm	3
motocyklisty	1
chwasty	9
doniczkę	34
surowe	12
indyk	1
mądry	73
rodzić	7
czym	131
mięsem	19
zjebane	4
kokota	2
bankomat	2
wpierdolić	3
kebaba	29
pizzą	8
wywozić	17
warszawie	24
magda	15
gessler	15
stonkę	1
kilo	13
soli	9
granat	61
dymny	1
smartfona	7
onomatopeja	1
gumową	14
ulubiony	14
urwanego	2
ludzkiego	3
palca	8
zapytam	21
głowy	26
wyjebałem	2
pierda	5
porozmawiam	2
niedziela	60
handlowa	60
wzdręga	1
część	6
dobry	264
wieczór	40
niemiecku	13
mieliśmy	5
szkic	3
tuchowskiego	1
bednarek	1
mawiała	4
cioteczka	2
cioteczna	13
wiadomo	30
panu	27
miłego	29
dnia	28
leno	1
paleno	1
trochę	69
schowa	29
majtek	6
palić	26
dziesięciu	15
michał	25
znać	7
smokiem	61
grażynka	3
zagraj	23
pokoj	1
zagadek	6
deredere	1
poproś	16
link	2
pobrania	3
aplikacji	17
mobilnej	2
cztery	4
biedronka	9
psią	44
kupe	10
radio	101
grająca	4
piłkarską	1
wykład	1
posłucham	2
bioodpadów	8
jagodnika	1
szkodnika	3
skoczków	1
obrazem	4
mieszane	38
odpowiedź	23
żale	3
zrzut	7
muzykiem	1
6	34
kurowskiego	1
pomóc	103
sądzisz	16
głodzie	1
przemku	1
niebieskim	13
sot	1
superturbo	1
varadero	1
ryder	1
carter	1
bullet	1
for	2
talking	4
your	1
little	3
fryderyk	1
chopin	1
300	12
pokój	24
kujawskiego	1
zupa	7
mleczna	1
kluskami	2
lanymi	1
kłamie	2
szyba	50
drzwiach	4
zanieść	8
ciszę	2
wyrzicic	1
zone	5
król	37
znajdujemy	1
konkretnie	5
jakimś	31
dodatkiem	15
rasistowskie	4
czarnych	29
you	28
speak	7
english	8
tramwak	1
afryki	6
wielkanoc	3
segreguje	114
plastiku	104
podać	7
lucić	1
koło	33
katarzyna	6
zarębską	1
pojazdy	2
pocztowe	2
zobacz	34
mylisz	16
nowoczesny	2
s	50
f	8
r	10
e	44
znasz	146
czymś	16
innym	16
przemków	1
mózgiem	8
spotkasz	1
sól	15
przestałem	1
solić	1
potrzebuję	29
zgniło	12
wiewiórkę	21
niechciane	5
przemądrzała	1
złych	6
meza	2
płodu	2
nienarodzone	2
przydatnego	1
ojca	86
małymi	1
murzyńskim	1
dziećmi	32
pilota	21
tesciowa	6
4	65
robot	2
szła	2
paincie	2
podstawówce	1
mądrala	1
dowiedzieć	23
fryderyka	1
chopina	1
gniezno	2
rafała	17
gościu	31
siema	57
michała	71
bartka	29
sitko	1
wanny	4
ciepłą	5
wodą	33
papę	49
czadowo	2
gazeta	79
gruby	11
rozłącz	23
kanarkiem	39
szczeniaki	1
szybę	54
pal	9
świeże	8
paczka	54
papierosach	107
jabłku	76
pojemniki	192
zapytać	137
poszczególną	1
rzeczki	1
specjalnego	7
aptekach	6
gżegżółka	2
lampą	6
karabin	28
rozbita	17
żarówka	253
słuchawki	78
pilot	47
telewizora	36
dekoderem	2
laptopem	11
kompem	1
procesor	11
intel	1
supernowoczesne	1
laptopa	84
dębu	2
tartaku	2
kupiona	2
grabie	8
spaghetti	15
zły	52
humor	67
sztucznego	7
siusiaka	14
kondoma	73
chusteczkę	106
odbyt	5
siusianie	1
walizkę	15
samochodu	78
elementy	13
pusty	44
naturalnym	3
pietruszkę	6
selera	2
kalafior	9
ziemniaków	178
cebuli	13
gałka	1
oczna	1
zwierzęcą	4
pielucha	56
kocie	82
kocią	23
brudno	2
foliowymi	5
workami	7
pet	79
coca	27
prof	2
rozmawiał	3
połączył	2
wyspa	4
aluminiowe	61
rybach	42
reklamówkę	36
zdechnie	8
smok	108
smoka	23
rekolekcje	1
jabłkiem	37
